pokedex_id,latitude,longitude,local_time,close_to_water,city,weather,temperature,population_density,google_types
996,21,43.808046000000004,-79.53782,2016-09-06T16:27:26,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'car_wash', 'hardware_store', 'store', 'home_goods_store', 'laundry', 'storage', 'insurance_agency', 'plumber']"
997,96,43.806487,-79.536151,2016-09-06T16:27:11,False,Toronto,Clear,28.3,708.5878,"['lawyer', 'store', 'home_goods_store', 'accounting', 'electrician', 'plumber']"
998,116,43.812191,-79.540279,2016-09-06T16:26:05,False,Toronto,Clear,28.3,708.5878,"['home_goods_store', 'store', 'storage']"
999,116,43.80409,-79.534219,2016-09-06T16:25:18,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'restaurant', 'store', 'home_goods_store', 'plumber']"
1000,128,43.80865,-79.533955,2016-09-06T16:25:01,False,Toronto,Clear,28.3,708.5878,"['bakery', 'lawyer', 'store', 'restaurant', 'roofing_contractor', 'home_goods_store', 'laundry', 'electronics_store', 'electrician', 'plumber']"
1001,96,43.808716,-79.533867,2016-09-06T16:23:35,False,Toronto,Clear,28.3,708.5878,"['bakery', 'lawyer', 'store', 'restaurant', 'home_goods_store', 'roofing_contractor', 'laundry', 'electronics_store', 'electrician', 'plumber']"
1002,116,43.807946,-79.53834599999999,2016-09-06T16:22:00,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'hardware_store', 'store', 'home_goods_store', 'cemetery', 'storage', 'electrician', 'hospital']"
1003,92,43.807105,-79.54124499999999,2016-09-06T16:21:15,False,Toronto,Clear,28.3,708.5878,['museum']
1004,90,43.807864,-79.538259,2016-09-06T16:20:34,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'hardware_store', 'store', 'home_goods_store', 'cemetery', 'storage', 'hospital']"
1005,96,43.805044,-79.534131,2016-09-06T16:20:19,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'store', 'home_goods_store', 'insurance_agency', 'plumber']"
1006,96,43.807262,-79.540542,2016-09-06T16:19:58,False,Toronto,Clear,28.3,708.5878,"['store', 'museum']"
1007,96,43.810309000000004,-79.540718,2016-09-06T16:18:35,False,Toronto,Clear,28.3,708.5878,"['storage', 'moving_company']"
1008,39,43.810990999999994,-79.54089300000001,2016-09-06T16:18:32,False,Toronto,Clear,28.3,708.5878,"['storage', 'moving_company']"
1009,19,43.80457,-79.532199,2016-09-06T16:18:05,False,Toronto,Clear,28.3,708.5878,"['store', 'home_goods_store']"
1010,10,43.809331,-79.541332,2016-09-06T16:17:47,False,Toronto,Clear,28.3,708.5878,[]
1011,41,43.805125,-79.535009,2016-09-06T16:15:17,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'store', 'home_goods_store', 'electrician', 'plumber']"
1012,124,43.806101,-79.535975,2016-09-06T16:14:59,False,Toronto,Clear,28.3,708.5878,"['store', 'roofing_contractor', 'home_goods_store', 'electrician', 'plumber']"
1013,96,43.802533000000004,-79.53817099999999,2016-09-06T16:13:59,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'store', 'home_goods_store', 'electronics_store', 'art_gallery']"
1014,96,43.805854,-79.530091,2016-09-06T16:12:49,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'store', 'cemetery', 'home_goods_store', 'storage', 'moving_company']"
1015,92,43.806695,-79.53439399999999,2016-09-06T16:12:28,False,Toronto,Clear,28.3,708.5878,"['lawyer', 'spa', 'store', 'home_goods_store', 'electrician', 'plumber', 'gym']"
1016,19,43.805165,-79.529037,2016-09-06T16:11:03,False,Toronto,Clear,28.3,708.5878,"['store', 'cemetery']"
1017,96,43.801533,-79.536151,2016-09-06T16:10:53,False,Toronto,Clear,28.3,708.5878,"['cafe', 'shoe_store', 'store', 'home_goods_store', 'clothing_store']"
1018,21,43.80131,-79.53053,2016-09-06T16:10:50,False,Toronto,Clear,28.3,708.5878,"['car_dealer', 'car_repair', 'store', 'home_goods_store', 'car_rental']"
1019,96,43.802336,-79.53123199999999,2016-09-06T16:10:29,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'jewelry_store', 'hardware_store', 'store', 'home_goods_store', 'clothing_store', 'electronics_store', 'plumber']"
1020,19,43.801419,-79.534921,2016-09-06T16:09:18,False,Toronto,Clear,28.3,708.5878,"['cafe', 'furniture_store', 'store', 'home_goods_store', 'insurance_agency']"
1021,16,43.804986,-79.534306,2016-09-06T16:08:53,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'store', 'home_goods_store', 'insurance_agency', 'plumber']"
1022,16,43.804525,-79.534921,2016-09-06T16:08:09,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'store', 'restaurant', 'home_goods_store', 'plumber']"
1023,120,43.806618,-79.52956400000001,2016-09-06T16:07:59,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'lawyer', 'store', 'home_goods_store', 'cemetery', 'storage', 'moving_company']"
1024,96,43.807724,-79.539137,2016-09-06T16:07:33,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'hardware_store', 'store', 'cemetery', 'home_goods_store', 'hospital']"
1025,96,43.809034999999994,-79.541332,2016-09-06T16:06:45,False,Toronto,Clear,28.3,708.5878,['gym']
1026,96,43.807696,-79.53483299999999,2016-09-06T16:06:16,False,Toronto,Clear,28.3,708.5878,"['bakery', 'lawyer', 'restaurant', 'store', 'home_goods_store', 'electronics_store']"
1027,16,43.80682,-79.538961,2016-09-06T16:06:15,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'store', 'cemetery', 'home_goods_store', 'storage', 'hospital']"
1028,96,43.80321,-79.528685,2016-09-06T16:06:09,False,Toronto,Clear,28.3,708.5878,"['school', 'car_dealer', 'lawyer', 'spa', 'store', 'accounting']"
1029,96,43.804976,-79.535799,2016-09-06T16:04:41,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'car_dealer', 'hardware_store', 'store', 'home_goods_store', 'electrician', 'plumber']"
1030,19,43.802822,-79.536502,2016-09-06T16:03:58,False,Toronto,Clear,28.3,708.5878,"['school', 'shoe_store', 'bakery', 'furniture_store', 'store', 'home_goods_store', 'clothing_store', 'electronics_store']"
1031,96,43.804825,-79.53817099999999,2016-09-06T16:03:39,False,Toronto,Clear,28.3,708.5878,"['jewelry_store', 'store', 'home_goods_store']"
1032,21,43.807618,-79.54440600000001,2016-09-06T16:03:26,False,Toronto,Clear,28.3,708.5878,"['school', 'beauty_salon', 'store', 'home_goods_store', 'electronics_store', 'storage', 'plumber']"
1033,19,43.810703000000004,-79.540981,2016-09-06T16:02:41,False,Toronto,Clear,28.3,708.5878,"['storage', 'moving_company']"
1034,86,43.808547999999995,-79.53044200000001,2016-09-06T16:02:38,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'dentist', 'store', 'home_goods_store', 'accounting', 'storage']"
1035,96,43.806292,-79.540454,2016-09-06T16:02:35,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'museum', 'furniture_store', 'store', 'home_goods_store']"
1036,96,43.804947999999996,-79.53790699999999,2016-09-06T16:01:35,False,Toronto,Clear,28.3,708.5878,"['jewelry_store', 'store', 'home_goods_store']"
1037,98,43.808013,-79.537468,2016-09-06T16:01:20,False,Toronto,Clear,28.3,708.5878,"['real_estate_agency', 'car_wash', 'store', 'home_goods_store', 'roofing_contractor', 'laundry', 'storage', 'insurance_agency', 'plumber']"
1038,96,43.805789000000004,-79.529388,2016-09-06T16:01:17,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'store', 'cemetery', 'home_goods_store', 'storage', 'moving_company']"
1039,96,43.806991,-79.533604,2016-09-06T16:00:48,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'store', 'home_goods_store', 'travel_agency', 'insurance_agency', 'gym']"
1040,41,43.808882000000004,-79.532462,2016-09-06T16:00:42,False,Toronto,Clear,28.3,708.5878,"['electrician', 'accounting', 'bakery', 'store']"
1041,32,43.812956,-79.538961,2016-09-06T15:59:52,False,Toronto,Clear,28.3,708.5878,"['transit_station', 'store', 'home_goods_store']"
1042,96,43.809027,-79.54124499999999,2016-09-06T15:59:15,False,Toronto,Clear,28.3,708.5878,['gym']
1043,10,43.808455,-79.532638,2016-09-06T15:59:13,False,Toronto,Clear,28.3,708.5878,"['bakery', 'furniture_store', 'store', 'home_goods_store', 'accounting', 'electrician']"
1044,92,43.707262,-79.393672,2016-09-06T15:58:47,True,Toronto,Clear,26.0,4039.2358,"['school', 'bakery', 'restaurant', 'local_government_office', 'store', 'accounting', 'bank', 'embassy', 'grocery_or_supermarket', 'atm', 'insurance_agency', 'doctor']"
1045,96,43.706974,-79.392177,2016-09-06T15:58:45,True,Toronto,Clear,26.0,4039.2358,"['lawyer', 'real_estate_agency', 'roofing_contractor', 'accounting', 'university']"
1046,97,43.805276,-79.539049,2016-09-06T15:58:38,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'furniture_store', 'jewelry_store', 'store', 'home_goods_store']"
1047,96,43.707623999999996,-79.39595899999999,2016-09-06T15:58:07,True,Toronto,Clear,26.0,4039.2358,"['insurance_agency', 'lawyer', 'real_estate_agency', 'jewelry_store', 'store', 'restaurant', 'local_government_office', 'embassy', 'physiotherapist', 'hospital', 'pharmacy']"
1048,96,43.802574,-79.531408,2016-09-06T15:57:57,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'jewelry_store', 'hardware_store', 'store', 'home_goods_store', 'plumber']"
1049,133,43.81143,-79.537644,2016-09-06T15:57:48,False,Toronto,Clear,28.3,708.5878,"['transit_station', 'store', 'furniture_store', 'home_goods_store']"
1050,19,43.705493,-79.39534300000001,2016-09-06T15:57:30,True,Toronto,Clear,26.0,4039.2358,"['beauty_salon', 'physiotherapist', 'lawyer', 'real_estate_agency']"
1051,13,43.81256,-79.540279,2016-09-06T15:57:26,False,Toronto,Clear,28.3,708.5878,"['moving_company', 'storage']"
1052,96,43.808333000000005,-79.53773199999999,2016-09-06T15:57:23,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'car_wash', 'hardware_store', 'store', 'home_goods_store', 'laundry', 'storage', 'insurance_agency', 'plumber']"
1053,19,43.706167,-79.403348,2016-09-06T15:57:10,True,Toronto,Clear,26.0,3756.671,"['school', 'lawyer', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'home_goods_store', 'dentist', 'university']"
1054,19,43.709047999999996,-79.400885,2016-09-06T15:56:58,True,Toronto,Clear,26.0,3756.671,"['school', 'gym']"
1055,19,43.808571,-79.53790699999999,2016-09-06T15:56:09,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'car_wash', 'hardware_store', 'store', 'home_goods_store', 'laundry', 'storage', 'electrician', 'plumber']"
1056,96,43.706736,-79.396751,2016-09-06T15:55:45,True,Toronto,Clear,26.0,4039.2358,"['school', 'spa', 'hair_care', 'beauty_salon', 'restaurant', 'dentist', 'gym']"
1057,96,43.703839,-79.398246,2016-09-06T15:55:23,True,Toronto,Clear,26.0,4039.2358,"['school', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'electronics_store', 'gym']"
1058,129,43.804567,-79.54019100000001,2016-09-06T15:54:55,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'store', 'bank', 'atm']"
1059,98,43.705625,-79.394376,2016-09-06T15:54:43,True,Toronto,Clear,26.0,4039.2358,"['school', 'park', 'lawyer', 'real_estate_agency']"
1060,21,43.706373,-79.403172,2016-09-06T15:54:38,True,Toronto,Clear,26.0,3756.671,"['school', 'lawyer', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'home_goods_store', 'dentist', 'university']"
1061,41,43.811069,-79.53773199999999,2016-09-06T15:54:31,False,Toronto,Clear,28.3,708.5878,"['transit_station', 'store', 'furniture_store', 'home_goods_store']"
1062,96,43.807782,-79.53817099999999,2016-09-06T15:54:27,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'hardware_store', 'store', 'home_goods_store', 'cemetery', 'storage', 'insurance_agency', 'hospital']"
1063,96,43.810572,-79.540366,2016-09-06T15:54:26,False,Toronto,Clear,28.3,708.5878,"['storage', 'moving_company']"
1064,111,43.8117,-79.538961,2016-09-06T15:54:09,False,Toronto,Clear,28.3,708.5878,"['transit_station', 'store', 'home_goods_store']"
1065,19,43.706784999999996,-79.399654,2016-09-06T15:53:57,True,Toronto,Clear,26.0,4039.2358,"['atm', 'shoe_store', 'lawyer', 'store', 'restaurant', 'home_goods_store', 'clothing_store', 'dentist', 'supermarket', 'electronics_store', 'embassy', 'grocery_or_supermarket', 'bank', 'insurance_agency', 'movie_theater', 'gym']"
1066,96,43.704489,-79.397279,2016-09-06T15:52:43,True,Toronto,Clear,26.0,4039.2358,"['school', 'bakery', 'dentist', 'store', 'accounting', 'insurance_agency']"
1067,96,43.803721,-79.54063000000001,2016-09-06T15:52:43,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'beauty_salon', 'store', 'local_government_office', 'bank', 'atm', 'moving_company']"
1068,124,43.807774,-79.538083,2016-09-06T15:52:42,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'car_wash', 'hardware_store', 'store', 'home_goods_store', 'cemetery', 'laundry', 'storage', 'insurance_agency']"
1069,22,43.706069,-79.397542,2016-09-06T15:52:06,True,Toronto,Clear,26.0,4039.2358,"['bar', 'spa', 'hair_care', 'beauty_salon', 'restaurant', 'accounting', 'bank', 'atm', 'insurance_agency']"
1070,41,43.710332,-79.395607,2016-09-06T15:51:50,True,Toronto,Clear,26.0,4039.2358,"['school', 'church', 'real_estate_agency', 'secondary_school', 'electrician', 'lodging']"
1071,19,43.704225,-79.398422,2016-09-06T15:51:44,True,Toronto,Clear,26.0,4039.2358,"['school', 'bakery', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'gym']"
1072,96,43.805727000000005,-79.539137,2016-09-06T15:51:44,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'store', 'furniture_store', 'home_goods_store']"
1073,19,43.709525,-79.401237,2016-09-06T15:51:38,True,Toronto,Clear,26.0,3756.671,"['school', 'gym']"
1074,96,43.807105,-79.54124499999999,2016-09-06T15:51:15,False,Toronto,Clear,28.3,708.5878,['museum']
1075,96,43.7062,-79.402908,2016-09-06T15:51:11,True,Toronto,Clear,26.0,3756.671,"['school', 'lawyer', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'home_goods_store', 'dentist', 'university', 'hospital', 'doctor']"
1076,16,43.709796999999995,-79.39859799999999,2016-09-06T15:50:47,True,Toronto,Clear,26.0,4039.2358,"['bakery', 'night_club', 'bar', 'store', 'restaurant', 'home_goods_store', 'dentist', 'electronics_store', 'grocery_or_supermarket', 'meal_takeaway', 'physiotherapist', 'meal_delivery', 'doctor']"
1077,96,43.805428000000006,-79.541508,2016-09-06T15:50:40,False,Toronto,Clear,28.3,708.5878,[]
1078,7,43.707073,-79.398774,2016-09-06T15:50:25,True,Toronto,Clear,26.0,4039.2358,"['beauty_salon', 'store', 'clothing_store', 'supermarket', 'gym', 'shoe_store', 'book_store', 'bank', 'grocery_or_supermarket', 'movie_theater', 'pharmacy', 'hair_care', 'restaurant', 'home_goods_store', 'electronics_store', 'atm', 'convenience_store', 'lawyer', 'spa', 'dentist', 'meal_delivery']"
1079,58,43.7069,-79.404051,2016-09-06T15:50:24,True,Toronto,Clear,26.0,3756.671,"['moving_company', 'tourist_attraction', 'park', 'storage', 'gym']"
1080,90,43.80611,-79.535273,2016-09-06T15:50:11,False,Toronto,Clear,28.3,708.5878,"['store', 'roofing_contractor', 'home_goods_store', 'electrician', 'plumber']"
1081,96,43.708521000000005,-79.399214,2016-09-06T15:50:10,True,Toronto,Clear,26.0,4039.2358,"['library', 'real_estate_agency', 'store', 'restaurant', 'book_store', 'travel_agency', 'bank', 'atm', 'meal_takeaway', 'meal_delivery', 'pharmacy']"
1082,96,43.705575,-79.39939,2016-09-06T15:50:03,True,Toronto,Clear,26.0,4039.2358,"['bakery', 'real_estate_agency', 'spa', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'accounting', 'movie_theater', 'car_rental', 'doctor']"
1083,46,43.704843,-79.396311,2016-09-06T15:49:54,True,Toronto,Clear,26.0,4039.2358,"['accounting', 'insurance_agency', 'store', 'lawyer']"
1084,124,43.707287,-79.397103,2016-09-06T15:49:29,True,Toronto,Clear,26.0,4039.2358,"['school', 'spa', 'hair_care', 'beauty_salon', 'jewelry_store', 'store', 'restaurant', 'travel_agency', 'gym']"
1085,120,43.710126,-79.396575,2016-09-06T15:49:26,True,Toronto,Clear,26.0,4039.2358,"['school', 'church', 'real_estate_agency', 'secondary_school', 'lodging']"
1086,21,43.707097999999995,-79.399038,2016-09-06T15:49:08,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'lawyer', 'store', 'restaurant', 'home_goods_store', 'clothing_store', 'book_store', 'supermarket', 'travel_agency', 'dentist', 'bank', 'electronics_store', 'grocery_or_supermarket', 'atm', 'movie_theater', 'gym']"
1087,16,43.708143,-79.396751,2016-09-06T15:48:50,True,Toronto,Clear,26.0,4039.2358,"['school', 'lawyer', 'spa', 'jewelry_store', 'store', 'gym', 'lodging', 'pharmacy']"
1088,41,43.804386,-79.54063000000001,2016-09-06T15:48:22,False,Toronto,Clear,28.3,708.5878,"['car_repair', 'lawyer', 'beauty_salon', 'store', 'local_government_office', 'bank', 'atm', 'moving_company']"
1089,96,43.810548,-79.540103,2016-09-06T15:48:19,False,Toronto,Clear,28.3,708.5878,"['storage', 'moving_company']"
1090,116,43.807846999999995,-79.545284,2016-09-06T15:47:33,False,Toronto,Clear,28.3,708.5878,"['school', 'church', 'store', 'home_goods_store', 'storage', 'plumber']"
1091,16,43.707739000000004,-79.398774,2016-09-06T15:47:21,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'real_estate_agency', 'bar', 'store', 'restaurant', 'home_goods_store', 'clothing_store', 'book_store', 'travel_agency', 'supermarket', 'dentist', 'electronics_store', 'bank', 'grocery_or_supermarket', 'atm', 'movie_theater']"
1092,16,43.811126,-79.53755600000001,2016-09-06T15:46:51,False,Toronto,Clear,28.3,708.5878,"['transit_station', 'store', 'furniture_store', 'home_goods_store']"
1093,19,43.711023,-79.399038,2016-09-06T15:46:34,True,Toronto,Clear,26.0,4039.2358,"['cafe', 'bakery', 'night_club', 'bar', 'hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'dentist', 'accounting', 'electronics_store']"
1094,96,43.805341999999996,-79.53817099999999,2016-09-06T15:46:32,False,Toronto,Clear,28.3,708.5878,"['jewelry_store', 'store', 'home_goods_store']"
1095,96,43.810648,-79.538786,2016-09-06T15:46:28,False,Toronto,Clear,28.3,708.5878,['transit_station']
1096,19,43.805186,-79.538083,2016-09-06T15:46:23,False,Toronto,Clear,28.3,708.5878,"['jewelry_store', 'store', 'home_goods_store']"
1097,96,43.708422,-79.39895,2016-09-06T15:45:40,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'library', 'real_estate_agency', 'bar', 'restaurant', 'store', 'book_store', 'travel_agency', 'bank', 'atm', 'meal_takeaway', 'meal_delivery', 'pharmacy']"
1098,17,43.706267,-79.39411199999999,2016-09-06T15:45:33,True,Toronto,Clear,26.0,4039.2358,"['school', 'lawyer', 'real_estate_agency', 'local_government_office', 'accounting']"
1099,42,43.707994,-79.40308399999999,2016-09-06T15:45:31,True,Toronto,Clear,26.0,3756.671,"['painter', 'art_gallery']"
1100,19,43.706455,-79.40326,2016-09-06T15:45:22,True,Toronto,Clear,26.0,3756.671,"['school', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'home_goods_store', 'dentist', 'university']"
1101,96,43.807173,-79.539576,2016-09-06T15:45:04,False,Toronto,Clear,28.3,708.5878,"['museum', 'furniture_store', 'store', 'home_goods_store', 'cemetery', 'hospital']"
1102,16,43.707303,-79.398862,2016-09-06T15:45:04,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'lawyer', 'real_estate_agency', 'bar', 'store', 'restaurant', 'home_goods_store', 'clothing_store', 'book_store', 'supermarket', 'travel_agency', 'dentist', 'electronics_store', 'bank', 'grocery_or_supermarket', 'atm', 'movie_theater']"
1103,46,43.707698,-79.39833399999999,2016-09-06T15:44:58,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'bar', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'clothing_store', 'book_store', 'convenience_store', 'movie_theater', 'pharmacy']"
1104,96,43.808334,-79.536941,2016-09-06T15:44:55,False,Toronto,Clear,28.3,708.5878,"['car_wash', 'store', 'restaurant', 'home_goods_store', 'laundry', 'storage', 'insurance_agency', 'plumber']"
1105,41,43.709813,-79.397982,2016-09-06T15:44:52,True,Toronto,Clear,26.0,4039.2358,"['parking', 'night_club', 'bar', 'hardware_store', 'restaurant', 'store', 'dentist', 'meal_takeaway', 'physiotherapist', 'meal_delivery', 'doctor']"
1106,16,43.705452,-79.399654,2016-09-06T15:44:49,True,Toronto,Clear,26.0,4039.2358,"['real_estate_agency', 'bar', 'restaurant', 'hospital', 'transit_station', 'laundry', 'subway_station', 'electrician', 'bus_station', 'physiotherapist', 'movie_theater', 'car_rental']"
1107,41,43.70555,-79.39833399999999,2016-09-06T15:43:14,True,Toronto,Clear,26.0,4039.2358,"['bakery', 'real_estate_agency', 'bar', 'spa', 'hair_care', 'beauty_salon', 'restaurant', 'store', 'atm', 'insurance_agency', 'movie_theater', 'car_rental']"
1108,128,43.807684,-79.53790699999999,2016-09-06T15:42:51,False,Toronto,Clear,28.3,708.5878,"['furniture_store', 'real_estate_agency', 'hardware_store', 'store', 'roofing_contractor', 'home_goods_store', 'storage', 'insurance_agency']"
1109,19,43.707764000000005,-79.399038,2016-09-06T15:42:24,True,Toronto,Clear,26.0,4039.2358,"['shoe_store', 'library', 'real_estate_agency', 'bar', 'store', 'restaurant', 'home_goods_store', 'clothing_store', 'book_store', 'supermarket', 'travel_agency', 'dentist', 'electronics_store', 'bank', 'grocery_or_supermarket', 'atm', 'movie_theater']"
1110,124,43.707805,-79.400269,2016-09-06T15:42:05,True,Toronto,Clear,26.0,3756.671,"['shoe_store', 'library', 'real_estate_agency', 'store', 'dentist', 'home_goods_store', 'clothing_store', 'book_store', 'travel_agency', 'supermarket', 'restaurant', 'electronics_store', 'grocery_or_supermarket']"
1111,41,44.610607,-79.450051,2016-09-06T15:14:01,True,Toronto,Clear,26.9,178.6358,"['cafe', 'restaurant', 'bank', 'cemetery']"
1112,19,44.611096,-79.450599,2016-09-06T15:05:37,True,Toronto,Clear,26.9,178.6358,"['cafe', 'store', 'restaurant', 'cemetery', 'home_goods_store', 'laundry', 'bank', 'convenience_store']"
1113,39,43.47785,-81.201488,2016-09-06T12:29:14,False,Toronto,Clear,19.4,10.182960000000001,[]
1114,13,43.476387,-81.203813,2016-09-06T12:29:04,False,Toronto,Clear,19.4,10.182960000000001,[]
1115,19,43.475149,-81.201316,2016-09-06T12:28:40,False,Toronto,Clear,19.4,10.182960000000001,['park']
1116,96,43.768367,-79.214582,2016-09-06T11:38:23,True,Toronto,PartlyCloudy,20.8,3249.4587,['gym']
1117,46,43.769740000000006,-79.215023,2016-09-06T11:37:03,True,Toronto,PartlyCloudy,20.8,3249.4587,['laundry']
1118,92,43.771606,-79.211321,2016-09-06T11:36:16,True,Toronto,PartlyCloudy,20.8,3249.4587,"['transit_station', 'electrician']"
1119,96,43.771547999999996,-79.211497,2016-09-06T11:35:35,True,Toronto,PartlyCloudy,20.8,3249.4587,"['transit_station', 'electrician']"
1120,96,43.771231,-79.20894100000001,2016-09-06T11:34:25,True,Toronto,PartlyCloudy,20.8,3249.4587,"['school', 'hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'transit_station', 'electronics_store', 'storage', 'post_office', 'primary_school', 'convenience_store', 'pharmacy']"
1121,96,43.773666999999996,-79.211233,2016-09-06T11:34:00,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1122,96,43.768974,-79.210087,2016-09-06T11:33:27,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1123,41,43.771218,-79.215023,2016-09-06T11:32:54,True,Toronto,PartlyCloudy,20.8,3249.4587,['transit_station']
1124,124,43.770511,-79.214582,2016-09-06T11:32:48,True,Toronto,PartlyCloudy,20.8,3249.4587,"['transit_station', 'laundry']"
1125,69,43.769779,-79.209999,2016-09-06T11:32:04,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1126,116,43.771873,-79.20947,2016-09-06T11:31:25,True,Toronto,PartlyCloudy,20.8,3249.4587,"['hair_care', 'beauty_salon', 'restaurant', 'store', 'home_goods_store', 'transit_station', 'electronics_store', 'storage', 'electrician', 'post_office', 'convenience_store', 'pharmacy']"
1127,96,43.77264,-79.215199,2016-09-06T11:31:20,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1128,96,43.769983,-79.209029,2016-09-06T11:28:12,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1129,21,43.771766,-79.209118,2016-09-06T11:27:58,True,Toronto,PartlyCloudy,20.8,3249.4587,"['hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'transit_station', 'electronics_store', 'storage', 'post_office', 'convenience_store', 'pharmacy']"
1130,69,43.773148,-79.214318,2016-09-06T11:26:35,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1131,96,43.770302,-79.21705,2016-09-06T11:26:27,True,Toronto,PartlyCloudy,20.8,3249.4587,['transit_station']
1132,97,43.76634,-79.215816,2016-09-06T11:26:16,True,Toronto,PartlyCloudy,20.8,3249.4587,['accounting']
1133,96,43.769687,-79.209029,2016-09-06T11:25:49,True,Toronto,PartlyCloudy,20.8,3249.4587,[]
1134,96,43.769493,-79.21475799999999,2016-09-06T11:22:08,True,Toronto,PartlyCloudy,20.8,3249.4587,['laundry']
1135,98,43.77193,-79.209294,2016-09-06T11:21:34,True,Toronto,PartlyCloudy,20.8,3249.4587,"['hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'transit_station', 'electronics_store', 'storage', 'post_office', 'convenience_store', 'pharmacy']"
1136,98,43.771555,-79.21467,2016-09-06T11:21:05,True,Toronto,PartlyCloudy,20.8,3249.4587,['transit_station']
1137,41,43.771141,-79.213436,2016-09-06T11:19:00,True,Toronto,PartlyCloudy,20.8,3249.4587,['transit_station']
1138,41,43.772219,-79.209999,2016-09-06T11:15:12,True,Toronto,PartlyCloudy,20.8,3249.4587,"['hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'electronics_store', 'storage', 'post_office', 'convenience_store', 'pharmacy']"
1139,96,43.769096999999995,-79.209823,2016-09-06T10:57:54,True,Toronto,Clear,19.5,3249.4587,[]
1140,96,43.771481,-79.210792,2016-09-06T10:57:44,True,Toronto,Clear,19.5,3249.4587,"['electrician', 'transit_station', 'store', 'home_goods_store']"
1141,96,43.769517,-79.210352,2016-09-06T10:57:40,True,Toronto,Clear,19.5,3249.4587,[]
1142,116,43.772154,-79.210087,2016-09-06T10:57:15,True,Toronto,Clear,19.5,3249.4587,"['hair_care', 'beauty_salon', 'store', 'restaurant', 'home_goods_store', 'electronics_store', 'storage', 'electrician', 'post_office', 'convenience_store', 'pharmacy']"
1143,19,43.771367,-79.211145,2016-09-06T10:56:55,True,Toronto,Clear,19.5,3249.4587,"['transit_station', 'electrician', 'store', 'home_goods_store']"
1144,128,43.769809,-79.212643,2016-09-06T10:55:37,True,Toronto,Clear,19.5,3249.4587,[]
